Date,Temperature,Humidity,Rainfall,Wind_Speed,Location,Drought,Month_weather,Season_weather,pH,Nitrogen,Phosphorus,Potassium,Moisture,Month_soil,Season_soil,Soil_Moisture_Category,Weather_Soil_Combination,Month,State,Pest,Month_pest
2023-03-26,23.75190467441083,44.946299361206826,0.6011101925884353,13.178233744936476,Iowa,0,3,Winter,5.743500486489007,48.217479150059305,77.97264206806561,119.6769505921928,18.97340281020265,3,Winter,Very Dry,Very Dry_Cool,3,Iowa,Corn Rootworm,3
2023-03-27,23.286515266678474,45.93597953757595,7.197510141020382,14.781939027120696,Iowa,0,3,Winter,7.3657231761845905,37.79733042112281,9.221967417591523,174.3975775131099,18.193999101101063,3,Winter,Very Dry,Very Dry_Cool,3,Iowa,Aphids,3
2023-03-29,10.493241902785629,39.222652182345,3.9695649744877226,18.234846540149437,Iowa,0,3,Winter,7.163252510930531,63.10364184682437,40.68354415076354,198.57750056222,30.18697140113729,3,Winter,Dry,Dry_Cool,3,Iowa,Cutworms,3
2023-03-29,10.493241902785629,39.222652182345,3.9695649744877226,18.234846540149437,Iowa,0,3,Winter,7.163252510930531,63.10364184682437,40.68354415076354,198.57750056222,30.18697140113729,3,Winter,Dry,Dry_Cool,3,Iowa,Cutworms,3
2023-03-30,17.56237462037366,65.29375996949614,4.475824057866038,3.2915936242666444,Iowa,0,3,Winter,6.445978373055564,31.38393259617547,51.23472657350605,146.92852390330333,26.36980390174979,3,Winter,Dry,Dry_Cool,3,Iowa,Armyworms,3
2023-04-01,30.90538855200193,41.69728007154079,2.7616605651781105,11.523174945001152,Iowa,0,4,Spring,6.330685417010913,90.61285327157913,33.59721098115851,150.1290362258575,12.582519352166583,4,Spring,Very Dry,Very Dry_Hot,4,Iowa,Armyworms,4
2023-04-01,30.90538855200193,41.69728007154079,2.7616605651781105,11.523174945001152,Iowa,0,4,Spring,6.330685417010913,90.61285327157913,33.59721098115851,150.1290362258575,12.582519352166583,4,Spring,Very Dry,Very Dry_Hot,4,Iowa,Armyworms,4
2023-04-02,30.79436708782251,30.069681514878795,8.12795165316379,13.42672692589595,Iowa,0,4,Spring,6.99050806091228,34.45216571507426,33.63087386543293,243.65365748373816,35.08823452321533,4,Spring,Dry,Dry_Hot,4,Iowa,Cutworms,4
2023-04-04,28.92920517533508,77.98476893082528,4.745992847675571,18.433912841526155,Iowa,0,4,Spring,6.993502553315788,53.93151577157224,68.97595077530059,97.58095441386848,32.92836936504051,4,Spring,Dry,Dry_Hot,4,Iowa,Cutworms,4
2023-04-04,28.92920517533508,77.98476893082528,4.745992847675571,18.433912841526155,Iowa,0,4,Spring,6.993502553315788,53.93151577157224,68.97595077530059,97.58095441386848,32.92836936504051,4,Spring,Dry,Dry_Hot,4,Iowa,Japanese Beetle,4
2023-04-05,16.63523683458582,62.76364099886312,4.724879202088851,14.01520208952003,Iowa,0,4,Spring,7.310947095138278,53.418782968163,26.991614475575545,226.86433682911192,25.83923738365567,4,Spring,Dry,Dry_Cool,4,Iowa,Armyworms,4
2023-04-05,16.63523683458582,62.76364099886312,4.724879202088851,14.01520208952003,Iowa,0,4,Spring,7.310947095138278,53.418782968163,26.991614475575545,226.86433682911192,25.83923738365567,4,Spring,Dry,Dry_Cool,4,Iowa,Armyworms,4
2023-04-05,16.63523683458582,62.76364099886312,4.724879202088851,14.01520208952003,Iowa,0,4,Spring,7.310947095138278,53.418782968163,26.991614475575545,226.86433682911192,25.83923738365567,4,Spring,Dry,Dry_Cool,4,Iowa,Cutworms,4
2023-04-07,32.75212100580622,41.012378657706606,4.018822263447694,10.7984213559204,Iowa,0,4,Spring,5.758403973542892,73.85743844622232,15.142958648043416,198.22569594924124,31.774017497031203,4,Spring,Dry,Dry_Hot,4,Iowa,Corn Rootworm,4
2023-04-08,14.779703269708378,84.15948065547352,3.9050038493997503,14.051265529127928,Iowa,0,4,Spring,6.083624175487209,76.42540313678549,65.33064434856176,88.40681844772226,26.13863949178069,4,Spring,Dry,Dry_Cool,4,Iowa,Corn Rootworm,4
2023-04-08,14.779703269708378,84.15948065547352,3.9050038493997503,14.051265529127928,Iowa,0,4,Spring,6.083624175487209,76.42540313678549,65.33064434856176,88.40681844772226,26.13863949178069,4,Spring,Dry,Dry_Cool,4,Iowa,Cutworms,4
2023-04-10,22.927512193914893,80.6662398975532,4.955618447814103,15.724866533421256,Iowa,0,4,Spring,6.117954909213599,8.84723106525408,81.66601485836507,18.8240462502697,39.281020822119416,4,Spring,Dry,Dry_Cool,4,Iowa,Aphids,4
2023-04-11,28.028529822960397,34.661247376830566,6.845448725217098,1.0206207340945173,Iowa,0,4,Spring,7.174087902455697,84.70580421715623,3.574109389799873,222.45271638642265,36.8986974823552,4,Spring,Dry,Dry_Hot,4,Iowa,Japanese Beetle,4
2023-04-14,19.56123456488947,81.8158051455693,3.26279893710248,7.65997094399652,Iowa,0,4,Spring,5.570542450528354,6.534797295652672,65.89058541030035,126.53215510397791,36.99965888617402,4,Spring,Dry,Dry_Cool,4,Iowa,Aphids,4
2023-04-15,32.90311027135738,85.49492997482562,0.3722264694865458,3.118009632720551,Iowa,0,4,Spring,6.992514282367344,78.62263188882322,38.13464276195874,154.10498615652088,10.598454438963794,4,Spring,Very Dry,Very Dry_Hot,4,Iowa,Aphids,4
2023-04-17,15.864756363792722,68.6299902021762,0.8041102240694807,4.565338410895137,Iowa,0,4,Spring,6.60665787452996,46.02025772311802,87.5677514229439,159.58549835097335,32.853897782890314,4,Spring,Dry,Dry_Cool,4,Iowa,Japanese Beetle,4
2023-04-19,14.7433537361889,55.02296092249545,5.198107232424966,16.06509963479928,Iowa,0,4,Spring,5.793212011133864,59.56800157536384,90.1314615455009,121.84524049236326,26.41523529362429,4,Spring,Dry,Dry_Cool,4,Iowa,Aphids,4
2023-04-20,21.65249412403817,79.52401901675677,4.457689952226641,17.701377729443603,Iowa,0,4,Spring,6.227802128858341,19.372092092049108,13.906017569349682,204.6667463261167,12.814915899157413,4,Spring,Very Dry,Very Dry_Cool,4,Iowa,Cutworms,4
2023-04-23,10.600930092494105,36.76668079395916,0.0916928284619492,16.352982365340264,Iowa,0,4,Spring,6.453659789367313,59.02796739760735,21.61209957674116,206.30123311816016,33.80715551354713,4,Spring,Dry,Dry_Cool,4,Iowa,Armyworms,4
2023-04-27,30.987942884340544,61.31658471981126,7.726171178978247,8.685839404093594,Iowa,0,4,Spring,6.338908488266564,31.24904859165256,28.173906769340697,177.56923594683087,26.322018761892256,4,Spring,Dry,Dry_Hot,4,Iowa,Armyworms,4
2023-04-28,17.815339942494976,76.42386683755427,3.209869044218663,10.664545428635076,Iowa,0,4,Spring,5.61433484868498,42.76593965817872,16.32046961120559,78.82535684298867,10.65893301147624,4,Spring,Very Dry,Very Dry_Cool,4,Iowa,Cutworms,4
2023-04-29,13.379691372217,43.03144307783776,0.0755419115015086,3.2424905122081937,Iowa,0,4,Spring,6.798504464985655,86.937318182431,3.0164374206135047,281.6589592852657,30.17182535285579,4,Spring,Dry,Dry_Cool,4,Iowa,Aphids,4
2023-04-29,13.379691372217,43.03144307783776,0.0755419115015086,3.2424905122081937,Iowa,0,4,Spring,6.798504464985655,86.937318182431,3.0164374206135047,281.6589592852657,30.17182535285579,4,Spring,Dry,Dry_Cool,4,Iowa,Japanese Beetle,4
2023-05-02,10.303804280494491,63.40667563597148,0.3090103655124983,11.21502095595826,Iowa,0,5,Spring,5.621911656823765,43.67420510982751,13.566698653212503,109.183207424027,22.834289426667564,5,Spring,Dry,Dry_Cool,5,Iowa,Aphids,5
2023-05-04,34.12282807283038,65.49912320878249,0.9893898952542546,3.5433136828151013,Iowa,0,5,Spring,7.331380381907923,54.57565962695312,55.1201947521443,6.370612974236933,12.906362059186238,5,Spring,Very Dry,Very Dry_Hot,5,Iowa,Corn Rootworm,5
2023-05-08,33.23024555091229,80.10758723451738,0.5455304298423673,8.97765045925813,Iowa,0,5,Spring,6.0969920929998285,17.78477385823618,32.19041856705932,290.67876442943947,12.157994393753016,5,Spring,Very Dry,Very Dry_Hot,5,Iowa,Cutworms,5
2023-05-10,23.58475094199936,71.29158095492593,0.2350526914583146,11.664026834837063,Iowa,0,5,Spring,6.145011009140786,0.1149652836609393,69.01665499154369,12.594334029128497,21.125245811218388,5,Spring,Dry,Dry_Cool,5,Iowa,Aphids,5
2023-05-11,16.183674943788095,77.02130589898024,2.2502284330895312,2.0167965416715106,Iowa,0,5,Spring,6.5501012353605255,61.83692496750771,43.01258011696763,43.80673535635259,18.358477989693228,5,Spring,Very Dry,Very Dry_Cool,5,Iowa,Corn Rootworm,5
2023-05-11,16.183674943788095,77.02130589898024,2.2502284330895312,2.0167965416715106,Iowa,0,5,Spring,6.5501012353605255,61.83692496750771,43.01258011696763,43.80673535635259,18.358477989693228,5,Spring,Very Dry,Very Dry_Cool,5,Iowa,Cutworms,5
2023-05-13,20.39333967447984,88.80601662316352,7.888840055158683,10.24743455466224,Iowa,0,5,Spring,5.882809585036551,32.9532906894424,74.69225720562603,68.74457680194179,38.05175000708877,5,Spring,Dry,Dry_Cool,5,Iowa,Aphids,5
2023-05-13,20.39333967447984,88.80601662316352,7.888840055158683,10.24743455466224,Iowa,0,5,Spring,5.882809585036551,32.9532906894424,74.69225720562603,68.74457680194179,38.05175000708877,5,Spring,Dry,Dry_Cool,5,Iowa,Japanese Beetle,5
2023-05-13,20.39333967447984,88.80601662316352,7.888840055158683,10.24743455466224,Iowa,0,5,Spring,5.882809585036551,32.9532906894424,74.69225720562603,68.74457680194179,38.05175000708877,5,Spring,Dry,Dry_Cool,5,Iowa,Cutworms,5
2023-05-13,20.39333967447984,88.80601662316352,7.888840055158683,10.24743455466224,Iowa,0,5,Spring,5.882809585036551,32.9532906894424,74.69225720562603,68.74457680194179,38.05175000708877,5,Spring,Dry,Dry_Cool,5,Iowa,Japanese Beetle,5
2023-05-17,11.638455187696149,44.1656327155064,0.7261061607130426,9.979590883685477,Iowa,0,5,Spring,6.651507060243942,92.77849096083402,77.41022954306969,165.01762277088102,21.89328579361812,5,Spring,Dry,Dry_Cool,5,Iowa,Japanese Beetle,5
2023-05-20,27.795788151138986,64.83364973998992,2.0005093042566537,19.27038057992861,Iowa,0,5,Spring,6.668498237857074,99.87748346944856,83.51493846810918,251.2029862753719,31.02640691505644,5,Spring,Dry,Dry_Hot,5,Iowa,Aphids,5
2023-05-24,15.621112115911512,37.22801555523759,1.562533822783207,18.357727511271925,Iowa,0,5,Spring,5.5876389430234585,67.81516523435711,50.958302799012536,284.6819597162315,30.71193503664461,5,Spring,Dry,Dry_Cool,5,Iowa,Japanese Beetle,5
2023-05-25,22.52286226200032,77.77709112147654,7.111320118974083,8.954004020568128,Iowa,0,5,Spring,6.007925976309327,13.451601698766302,85.74302943405456,211.41988133267856,13.40130569681006,5,Spring,Very Dry,Very Dry_Cool,5,Iowa,Aphids,5
2023-05-25,22.52286226200032,77.77709112147654,7.111320118974083,8.954004020568128,Iowa,0,5,Spring,6.007925976309327,13.451601698766302,85.74302943405456,211.41988133267856,13.40130569681006,5,Spring,Very Dry,Very Dry_Cool,5,Iowa,Corn Rootworm,5
2023-05-26,10.32515023716371,78.55229391519083,15.936449455359877,11.702742852017236,Iowa,0,5,Spring,7.171377917597749,77.51448480120763,24.229058737065788,31.319467112710853,30.090524262486557,5,Spring,Dry,Dry_Cool,5,Iowa,Japanese Beetle,5
2023-05-28,20.956656536130183,54.00932414459738,13.485131833871645,2.6475534378395738,Iowa,0,5,Spring,6.034247302186071,86.0882061468727,14.130075363731889,223.08470691751296,28.00790496922192,5,Spring,Dry,Dry_Cool,5,Iowa,Cutworms,5
2023-05-30,29.72265472843859,58.29862650293876,2.203005329087753,19.14822691974833,Iowa,0,5,Spring,5.761887016763117,11.339862160950698,45.53393386595966,85.19327758956676,14.944077898047547,5,Spring,Very Dry,Very Dry_Hot,5,Iowa,Armyworms,5
2023-06-05,24.69651167758171,44.52761839072245,8.00521795121039,12.904022242634138,Iowa,0,6,Spring,6.906036439696454,14.546560277043085,42.60500921472348,228.60867201345408,39.111966891788015,6,Spring,Dry,Dry_Cool,6,Iowa,Japanese Beetle,6
2023-06-07,11.895437706045756,53.53996060716782,12.601588664315209,3.320760344026026,Iowa,0,6,Spring,6.644254409837471,63.97638996395843,93.815901474423,142.95343797733605,27.7329424842699,6,Spring,Dry,Dry_Cool,6,Iowa,Armyworms,6
2023-06-11,34.041984293484944,38.04108661816794,5.704958522783157,5.577326802498361,Iowa,0,6,Spring,6.0446160957905954,38.332310148939165,77.6875319737055,25.97806634549995,34.32051762167248,6,Spring,Dry,Dry_Hot,6,Iowa,Japanese Beetle,6
2023-06-12,13.537471771725386,65.2384491071602,5.621689142933088,1.3560367044441968,Iowa,0,6,Spring,6.946515008362996,68.87974732969403,82.62354784177084,285.58523932370736,37.57310747822902,6,Spring,Dry,Dry_Cool,6,Iowa,Armyworms,6
2023-06-13,11.16715269827459,60.289025351779024,4.352452120537732,0.0526240239918651,Iowa,0,6,Spring,6.295252417410814,90.01804949645155,50.63490944964168,226.4979544683873,20.36370154597205,6,Spring,Dry,Dry_Cool,6,Iowa,Aphids,6
2023-06-14,16.01910629993533,41.99047022889516,7.2972571660873085,18.98743807939716,Iowa,0,6,Spring,6.326650095788728,42.9108862750135,86.89255753739518,127.9905115798199,33.12950406816214,6,Spring,Dry,Dry_Cool,6,Iowa,Armyworms,6
2023-06-15,12.419405099648351,72.70305453812037,1.3239604152442228,18.01872185727747,Iowa,0,6,Spring,5.914127771120029,80.47491844487128,23.64554906631473,153.44637749565362,18.680053245632564,6,Spring,Very Dry,Very Dry_Cool,6,Iowa,Cutworms,6
2023-06-20,27.164104948958432,79.84911656735537,1.5762000592601155,5.614954869581861,Iowa,0,6,Spring,6.653028337210965,93.541128897536,70.36699305815432,102.21272757930784,28.261771593578786,6,Spring,Dry,Dry_Hot,6,Iowa,Armyworms,6
2023-06-24,10.904310935506016,39.40546627312412,2.35616529659674,1.1844357373637338,Iowa,0,6,Spring,6.337711001364191,78.94469503636253,42.713641144122825,76.2617626262283,20.03941823032969,6,Spring,Dry,Dry_Cool,6,Iowa,Corn Rootworm,6
2023-06-24,10.904310935506016,39.40546627312412,2.35616529659674,1.1844357373637338,Iowa,0,6,Spring,6.337711001364191,78.94469503636253,42.713641144122825,76.2617626262283,20.03941823032969,6,Spring,Dry,Dry_Cool,6,Iowa,Japanese Beetle,6
2023-06-27,30.777933960290262,37.417518492999136,1.4400873976965236,18.636981448135398,Iowa,0,6,Spring,6.526765048918099,11.517990245652598,55.30176236535272,88.34769890872437,37.63370704269812,6,Spring,Dry,Dry_Hot,6,Iowa,Armyworms,6
2023-06-29,26.38245194762384,75.55301651380094,2.832239381103462,10.119333941743385,Iowa,0,6,Spring,5.847319903626149,29.89834826848321,1.8733383538295123,112.73070412039404,23.122514076885672,6,Spring,Dry,Dry_Hot,6,Iowa,Cutworms,6
2023-07-04,28.26726312331506,75.35954763659655,0.630230025830453,6.819445239631539,Iowa,0,7,Summer,5.720883563584911,68.81322150496322,43.694642136907845,160.1815414173854,22.475444919130883,7,Summer,Dry,Dry_Hot,7,Iowa,Corn Rootworm,7
2023-07-06,32.85582452022851,49.19528578423749,9.20600371309158,16.668618298857687,Iowa,0,7,Summer,6.745891779066888,72.07078544967243,16.77000271628819,256.15463058775435,27.405114469650528,7,Summer,Dry,Dry_Hot,7,Iowa,Aphids,7
2023-07-11,30.645787787744837,50.469928633687815,1.1241832955775428,19.385701993531853,Iowa,0,7,Summer,6.169313391745074,96.20689461015004,8.470063261404793,249.05467216105103,36.47488955278792,7,Summer,Dry,Dry_Hot,7,Iowa,Armyworms,7
2023-07-12,19.438038893594538,30.486123982554968,3.1042912305701265,4.56754787057511,Iowa,0,7,Summer,6.249618018726455,78.47286988536682,64.04252139635291,43.054728893190486,16.74464882238646,7,Summer,Very Dry,Very Dry_Cool,7,Iowa,Aphids,7
2023-07-15,18.77562877878783,60.213502235287166,4.255844591948149,3.0354574328633133,Iowa,0,7,Summer,7.116129303415385,50.52066702932581,89.44684207995004,135.80291105595782,25.906755601492648,7,Summer,Dry,Dry_Cool,7,Iowa,Armyworms,7
2023-07-15,18.77562877878783,60.213502235287166,4.255844591948149,3.0354574328633133,Iowa,0,7,Summer,7.116129303415385,50.52066702932581,89.44684207995004,135.80291105595782,25.906755601492648,7,Summer,Dry,Dry_Cool,7,Iowa,Corn Rootworm,7
2023-07-17,10.37936074991474,84.8910141949496,3.336560635773048,7.954742871398455,Iowa,0,7,Summer,6.898528705895881,43.34597605163118,92.1050774621786,106.14699162925648,13.043162337095689,7,Summer,Very Dry,Very Dry_Cool,7,Iowa,Aphids,7
2023-07-17,10.37936074991474,84.8910141949496,3.336560635773048,7.954742871398455,Iowa,0,7,Summer,6.898528705895881,43.34597605163118,92.1050774621786,106.14699162925648,13.043162337095689,7,Summer,Very Dry,Very Dry_Cool,7,Iowa,Corn Rootworm,7
2023-07-18,16.608122124705474,54.61035071823946,15.724546820038396,13.037473014762162,Iowa,0,7,Summer,7.280073610914816,2.1720492805925584,52.68494835152669,289.5336238554692,11.301628705089362,7,Summer,Very Dry,Very Dry_Cool,7,Iowa,Armyworms,7
2023-07-18,16.608122124705474,54.61035071823946,15.724546820038396,13.037473014762162,Iowa,0,7,Summer,7.280073610914816,2.1720492805925584,52.68494835152669,289.5336238554692,11.301628705089362,7,Summer,Very Dry,Very Dry_Cool,7,Iowa,Aphids,7
2023-07-21,31.55813299420491,36.5952857610164,9.673225511853907,13.72012729925383,Iowa,0,7,Summer,6.733033464362794,94.17876964498387,57.41437141874069,15.345940875265374,39.22556920547368,7,Summer,Dry,Dry_Hot,7,Iowa,Cutworms,7
2023-07-25,14.19906438250737,58.05560694195066,0.1057394362397393,8.727525894214889,Iowa,0,7,Summer,6.996769794114934,69.03149129561045,51.8772859524289,293.71191144622475,38.58032138218309,7,Summer,Dry,Dry_Cool,7,Iowa,Japanese Beetle,7
2023-07-25,14.19906438250737,58.05560694195066,0.1057394362397393,8.727525894214889,Iowa,0,7,Summer,6.996769794114934,69.03149129561045,51.8772859524289,293.71191144622475,38.58032138218309,7,Summer,Dry,Dry_Cool,7,Iowa,Corn Rootworm,7
2023-07-25,14.19906438250737,58.05560694195066,0.1057394362397393,8.727525894214889,Iowa,0,7,Summer,6.996769794114934,69.03149129561045,51.8772859524289,293.71191144622475,38.58032138218309,7,Summer,Dry,Dry_Cool,7,Iowa,Aphids,7
2023-07-27,31.827758672912932,53.58926903929859,7.274758179218082,7.267186078171955,Iowa,0,7,Summer,5.744680955213825,33.543940056930055,71.39237325010063,228.5166223540196,30.080440860083915,7,Summer,Dry,Dry_Hot,7,Iowa,Aphids,7
2023-07-27,31.827758672912932,53.58926903929859,7.274758179218082,7.267186078171955,Iowa,0,7,Summer,5.744680955213825,33.543940056930055,71.39237325010063,228.5166223540196,30.080440860083915,7,Summer,Dry,Dry_Hot,7,Iowa,Aphids,7
2023-08-01,21.26488324667756,41.88495425735216,1.7114481022919734,14.455677567102644,Iowa,0,8,Summer,6.289475267720477,83.98576428911775,83.22215148494003,70.18703085049117,34.80362072778678,8,Summer,Dry,Dry_Cool,8,Iowa,Aphids,8
2023-08-02,19.46772196554552,67.11529780046946,14.813828089822342,13.862554756197838,Iowa,0,8,Summer,6.047229656003581,65.66286535222906,37.866395593070166,75.93354996404042,34.567603661095106,8,Summer,Dry,Dry_Cool,8,Iowa,Japanese Beetle,8
2023-08-06,31.57815097301749,57.19305602305941,1.4285521381586577,8.625593665040764,Iowa,0,8,Summer,6.8753782285588105,6.220424013717151,77.18155892872286,10.878932176580014,15.527142588711325,8,Summer,Very Dry,Very Dry_Hot,8,Iowa,Armyworms,8
2023-08-06,31.57815097301749,57.19305602305941,1.4285521381586577,8.625593665040764,Iowa,0,8,Summer,6.8753782285588105,6.220424013717151,77.18155892872286,10.878932176580014,15.527142588711325,8,Summer,Very Dry,Very Dry_Hot,8,Iowa,Corn Rootworm,8
2023-08-10,14.906585858245757,62.51330032646349,4.646036923436306,0.5577995075061715,Iowa,0,8,Summer,6.416540768986685,73.90296022715901,63.65316851984111,164.1297419220228,34.97454646125922,8,Summer,Dry,Dry_Cool,8,Iowa,Corn Rootworm,8
2023-08-15,14.664403525171764,83.30115997101242,13.561918883726786,15.726259440155593,Iowa,0,8,Summer,6.728430082564448,76.2290692839541,97.02372466156191,133.42871489049762,30.56885403296055,8,Summer,Dry,Dry_Cool,8,Iowa,Aphids,8
2023-08-16,12.330753684331086,33.61571190093457,6.817265819176975,19.952642156532573,Iowa,0,8,Summer,7.451915052462219,86.49803797310572,32.675126076498415,15.110975711753294,23.96069093769255,8,Summer,Dry,Dry_Cool,8,Iowa,Aphids,8
2023-08-19,25.188881675066987,43.948287064098295,0.5856096536336619,17.76110361227318,Iowa,0,8,Summer,6.464205397503025,74.36168645857978,65.25406686348146,190.67195277158757,20.160821932731277,8,Summer,Dry,Dry_Hot,8,Iowa,Aphids,8
2023-08-19,25.188881675066987,43.948287064098295,0.5856096536336619,17.76110361227318,Iowa,0,8,Summer,6.464205397503025,74.36168645857978,65.25406686348146,190.67195277158757,20.160821932731277,8,Summer,Dry,Dry_Hot,8,Iowa,Aphids,8
2023-08-19,25.188881675066987,43.948287064098295,0.5856096536336619,17.76110361227318,Iowa,0,8,Summer,6.464205397503025,74.36168645857978,65.25406686348146,190.67195277158757,20.160821932731277,8,Summer,Dry,Dry_Hot,8,Iowa,Corn Rootworm,8
2023-08-20,17.842171427043475,54.19320245377301,0.5110298645465129,14.959524118855716,Iowa,0,8,Summer,5.619020395932913,25.551010079306348,79.26826655133054,215.9416172769397,16.522548272337744,8,Summer,Very Dry,Very Dry_Cool,8,Iowa,Cutworms,8
2023-08-21,17.593646549933077,75.6783752969732,5.429672629090843,14.42930864378874,Iowa,0,8,Summer,7.275000577196769,92.94168257473244,3.493985637732122,230.00121349904563,29.53817042972555,8,Summer,Dry,Dry_Cool,8,Iowa,Armyworms,8
2023-08-24,13.899707182098696,56.212351663108535,0.915579884665752,10.062661078537491,Iowa,0,8,Summer,6.405359821856727,46.86343584585836,40.11509681781981,39.21512164455514,29.810183333624224,8,Summer,Dry,Dry_Cool,8,Iowa,Aphids,8
2023-08-26,30.871262807401887,85.18617381070194,4.39816449302698,18.88810599258601,Iowa,0,8,Summer,6.667992734464477,14.079500308032756,48.918892169407854,204.1550619728417,22.269103725119034,8,Summer,Dry,Dry_Hot,8,Iowa,Cutworms,8
2023-08-28,12.463420196708984,77.85992195922438,5.32913003039352,13.742584238943763,Iowa,0,8,Summer,7.178076929102045,76.30481964630546,23.15577934617159,116.54322458399572,18.313314989472072,8,Summer,Very Dry,Very Dry_Cool,8,Iowa,Armyworms,8
2023-08-29,23.19501062665929,63.66927965621589,7.574098486997665,15.841236773286592,Iowa,0,8,Summer,6.57244951013208,87.5071666657172,72.5379243756499,219.2485032773618,15.038421899880406,8,Summer,Very Dry,Very Dry_Cool,8,Iowa,Corn Rootworm,8
2023-08-30,34.02556892194513,67.47083219153782,5.952805484320414,17.546861988881762,Iowa,0,8,Summer,6.954507753972715,86.21343260822478,84.43211599938843,11.717402538798217,27.084573949833658,8,Summer,Dry,Dry_Hot,8,Iowa,Aphids,8
2023-09-02,28.39080135547954,31.935434197441733,7.831941422788402,10.0323565889333,Iowa,0,9,Summer,6.676850028572371,17.655080045706374,38.88731684612166,197.38541727673177,16.2058321416943,9,Summer,Very Dry,Very Dry_Hot,9,Iowa,Corn Rootworm,9
2023-09-02,28.39080135547954,31.935434197441733,7.831941422788402,10.0323565889333,Iowa,0,9,Summer,6.676850028572371,17.655080045706374,38.88731684612166,197.38541727673177,16.2058321416943,9,Summer,Very Dry,Very Dry_Hot,9,Iowa,Armyworms,9
2023-09-06,19.947329588827685,57.46172597678068,6.207520517677047,6.431283934209584,Iowa,0,9,Summer,5.992066149927099,12.39426997414933,48.28666416068672,212.1461507461804,37.53678926776327,9,Summer,Dry,Dry_Cool,9,Iowa,Armyworms,9
2023-09-08,14.240025520184744,38.34614420493605,4.750085259498409,13.050368112368789,Iowa,0,9,Summer,7.120480621681272,69.5105008355806,79.73710993259185,187.0651888731839,23.355595774511396,9,Summer,Dry,Dry_Cool,9,Iowa,Cutworms,9
2023-09-08,14.240025520184744,38.34614420493605,4.750085259498409,13.050368112368789,Iowa,0,9,Summer,7.120480621681272,69.5105008355806,79.73710993259185,187.0651888731839,23.355595774511396,9,Summer,Dry,Dry_Cool,9,Iowa,Armyworms,9
2023-09-09,22.474249977829015,39.34754071629649,14.92420680180532,3.2959822575629016,Iowa,0,9,Summer,5.853007481292554,94.15798089047662,81.69394725380793,65.96321529368123,32.71397765759254,9,Summer,Dry,Dry_Cool,9,Iowa,Corn Rootworm,9
2023-09-17,10.645352181549688,38.00831721152216,15.936449455359877,10.517431585715604,Iowa,0,9,Summer,6.108815992941063,57.72325221582391,69.71672870883664,252.1375224374825,20.335207635861043,9,Summer,Dry,Dry_Cool,9,Iowa,Cutworms,9
2023-09-19,11.637558767891178,52.3176541452933,0.8091237186555778,12.512707051664304,Iowa,0,9,Summer,5.829387334756001,98.59200814854476,1.6438474841569684,224.8455821683647,10.95545601334911,9,Summer,Very Dry,Very Dry_Cool,9,Iowa,Armyworms,9
2023-09-20,18.141015148535303,60.59003420723431,2.908818485424888,19.66181916182653,Iowa,0,9,Summer,6.128528203716037,31.441211879754384,27.8820767762475,294.48450848097445,38.90223060094099,9,Summer,Dry,Dry_Cool,9,Iowa,Cutworms,9
2023-09-24,11.701055741147249,44.93079307329076,1.980259024991303,12.586466586071134,Iowa,0,9,Summer,5.813554205229119,96.46335241082252,20.3511461388968,83.6064083960124,20.984917793401973,9,Summer,Dry,Dry_Cool,9,Iowa,Armyworms,9
2023-09-25,13.409275979579562,77.64713995097384,6.528749633714909,1.9158761711612016,Iowa,0,9,Summer,6.855450056603011,2.9473611316069848,17.504627982964028,75.50208399043173,37.29039497551041,9,Summer,Dry,Dry_Cool,9,Iowa,Aphids,9
2023-09-26,22.785558532343973,70.85410786138584,7.700867585800547,9.019158288897168,Iowa,0,9,Summer,6.33811813019355,33.11158672990572,15.123968880079808,125.32919962607816,17.087689515524637,9,Summer,Very Dry,Very Dry_Cool,9,Iowa,Armyworms,9
2023-09-26,22.785558532343973,70.85410786138584,7.700867585800547,9.019158288897168,Iowa,0,9,Summer,6.33811813019355,33.11158672990572,15.123968880079808,125.32919962607816,17.087689515524637,9,Summer,Very Dry,Very Dry_Cool,9,Iowa,Cutworms,9
2023-09-27,34.35473374333952,63.02879512550757,0.3936062804533783,13.00387256200136,Iowa,0,9,Summer,6.289644503537364,69.12367791972639,38.52458425887762,219.4404395714793,12.137709186107449,9,Summer,Very Dry,Very Dry_Hot,9,Iowa,Aphids,9
2023-09-28,30.682316543671316,63.37023528189675,1.1177983316618665,16.70662822494605,Iowa,0,9,Summer,6.210767230116405,91.15300973194736,21.77306749372586,88.05217072361036,14.906347163444565,9,Summer,Very Dry,Very Dry_Hot,9,Iowa,Japanese Beetle,9
2023-09-28,30.682316543671316,63.37023528189675,1.1177983316618665,16.70662822494605,Iowa,0,9,Summer,6.210767230116405,91.15300973194736,21.77306749372586,88.05217072361036,14.906347163444565,9,Summer,Very Dry,Very Dry_Hot,9,Iowa,Japanese Beetle,9
2023-10-01,24.484724037881385,62.61087240613456,1.9845675061067196,8.345659739683889,Iowa,0,10,Fall,5.989694278080907,37.5286913639256,10.177582666153327,297.9301831198793,35.786107833354635,10,Fall,Dry,Dry_Cool,10,Iowa,Corn Rootworm,10
